Date,ticker,exit_state,exit_flag,triggers,rank,horizon,fwd_return
2025-12-22,CPIN.JK,EXIT,1,D2,10,60D,-0.06593406593406592
2025-12-29,CPIN.JK,EXIT,1,D2,10,60D,-0.1916299559471366
2026-01-19,CPIN.JK,EXIT,1,D1+D2,10,60D,-0.0744920993227991
2022-01-06,ESSA.JK,EXIT,1,D2,99,60D,0.5312500042905368
2022-01-11,ESSA.JK,EXIT,1,D2,99,60D,0.5312500042905368
2022-03-01,ESSA.JK,HEALTHY,0,,1,60D,0.7727273271922717
2022-04-12,ESSA.JK,EXIT,1,D2,1,60D,-0.3936330391652616
2022-04-13,ESSA.JK,HEALTHY,0,,1,60D,-0.4303480479959282
2022-04-20,ESSA.JK,EXIT,1,D2,1,60D,-0.343949699808316
2024-06-05,ESSA.JK,EXIT,1,D2,14,60D,0.07692306358004997
2024-08-05,ESSA.JK,EXIT,1,D2,12,60D,0.27152320002155217
2024-08-22,ESSA.JK,EXIT,1,D2,12,60D,0.26451614297037573
2024-11-08,ESSA.JK,EXIT,1,D1+D2,14,60D,0.029761859501084675
2024-11-13,ESSA.JK,EXIT,1,D1+D2,14,60D,0.03636367189652212
2025-01-16,ESSA.JK,EXIT,1,D2,14,60D,-0.31360947310074805
2025-01-23,ESSA.JK,EXIT,1,D2,14,60D,-0.2941176341844186
2022-01-06,EXCL.JK,EXIT,1,D1,99,60D,-0.09764317650197063
2022-01-11,EXCL.JK,EXIT,1,D1,99,60D,-0.09897599199194684
2022-01-18,EXCL.JK,EXIT,1,D1,99,60D,-0.09030094817773793
2022-01-24,EXCL.JK,EXIT,1,D1,99,60D,-0.06688969365142539
2022-02-14,EXCL.JK,EXIT,1,D1,99,60D,-0.013422792467761346
2022-02-17,EXCL.JK,EXIT,1,D1,99,60D,0.10958902237200663
2022-05-12,EXCL.JK,EXIT,1,D2,99,60D,-0.18279561198650596
2022-05-17,EXCL.JK,EXIT,1,D2,99,60D,-0.16129018974335696
2023-08-11,EXCL.JK,EXIT,1,D2,99,60D,0.04385960534994693
2023-09-07,EXCL.JK,EXIT,1,D2,99,60D,-0.07456132308273367
2023-10-20,EXCL.JK,EXIT,1,D1,99,60D,-0.1159090834038089
2023-11-01,EXCL.JK,EXIT,1,D1+D2,99,60D,-0.004854410278850474
2024-04-17,EXCL.JK,EXIT,1,D1+D2,99,60D,0.03842905962436083
2024-06-06,EXCL.JK,EXIT,1,D1,99,60D,-0.03555563233418568
2024-07-19,EXCL.JK,EXIT,1,D2,99,60D,0.04587158227345167
2024-07-24,EXCL.JK,EXIT,1,D2,99,60D,0.04072406506342019
2024-08-22,EXCL.JK,EXIT,1,D2,99,60D,0.03167428635103087
2024-08-28,EXCL.JK,EXIT,1,D1,99,60D,0.004464348169321841
2024-08-30,EXCL.JK,EXIT,1,D1,99,60D,0.01345286178867977
2024-09-04,EXCL.JK,EXIT,1,D1,99,60D,0.004484307366846352
2024-10-02,EXCL.JK,EXIT,1,D2,99,60D,0.013636309171268346
2024-10-04,EXCL.JK,EXIT,1,D1,99,60D,-0.00888895291535896
2024-11-05,EXCL.JK,EXIT,1,D1,99,60D,0.0
2025-01-03,EXCL.JK,EXIT,1,D1,99,60D,0.008968675045551988
2025-01-20,EXCL.JK,EXIT,1,D1,99,60D,0.004444327018304328
2025-02-28,EXCL.JK,EXIT,1,D2,99,60D,0.04053358056152523
2025-04-08,EXCL.JK,EXIT,1,D2,99,60D,0.05945224164771101
2025-04-11,EXCL.JK,EXIT,1,D2,99,60D,0.05945224164771101
2025-04-21,EXCL.JK,EXIT,1,D2,99,60D,0.06132074263803444
2025-05-08,EXCL.JK,EXIT,1,D1,99,60D,0.20657269758847918
2025-05-15,EXCL.JK,EXIT,1,D1,99,60D,0.20833334081343935
2025-09-09,EXCL.JK,EXIT,1,D2,99,60D,0.057915077954485694
2025-10-01,EXCL.JK,EXIT,1,D2,99,60D,0.1072797010763924
2025-10-07,EXCL.JK,EXIT,1,D2,99,60D,0.1679869220322474
2025-10-09,EXCL.JK,EXIT,1,D2,99,60D,0.35436489296381146
2025-10-13,EXCL.JK,EXIT,1,D2,99,60D,0.5109218534707585
2025-10-31,EXCL.JK,EXIT,1,D2,99,60D,0.5497594397906147
2026-01-28,EXCL.JK,EXIT,1,D2,99,60D,-0.18324607329842935
2022-05-19,GOTO.JK,EXIT,1,D2,99,60D,0.10000000000000009
2022-06-17,GOTO.JK,EXIT,1,D2,99,60D,-0.11475409836065575
2022-07-01,GOTO.JK,EXIT,1,D2,21,60D,-0.1837837837837838
2025-02-25,GOTO.JK,EXIT,1,D2,12,60D,0.07692307692307687
2025-04-08,GOTO.JK,EXIT,1,D1+D2,12,60D,-0.09859154929577463
2025-05-14,GOTO.JK,EXIT,1,D1,12,60D,-0.26582278481012656
2022-01-03,HEAL.JK,EXIT,1,D2,99,60D,0.004672969628241486
2022-02-03,HEAL.JK,EXIT,1,D2,99,60D,0.1851852372866971
2022-02-10,HEAL.JK,EXIT,1,D1+D2,99,60D,0.26760533911563167
2022-02-21,HEAL.JK,EXIT,1,D1+D2,99,60D,0.3239435179769563
2022-08-05,HEAL.JK,EXIT,1,D2,99,60D,0.08156028273687799
2022-08-25,HEAL.JK,EXIT,1,D2,99,60D,0.05653695200613673
2022-09-16,HEAL.JK,EXIT,1,D2,99,60D,0.050909121245441114
2022-11-11,HEAL.JK,EXIT,1,D1,99,60D,0.1535836606225185
2023-01-27,HEAL.JK,EXIT,1,D2,99,60D,-0.12459023087425158
2023-02-03,HEAL.JK,EXIT,1,D2,99,60D,-0.14754102154815874
2023-02-09,HEAL.JK,EXIT,1,D1+D2,99,60D,-0.09868426781375994
2023-02-20,HEAL.JK,EXIT,1,D1+D2,99,60D,-0.082236765449207
2023-10-30,HEAL.JK,EXIT,1,D2,99,60D,-0.019736871956215096
2023-11-01,HEAL.JK,EXIT,1,D2,99,60D,-0.010067171705610556
2023-11-09,HEAL.JK,EXIT,1,D2,99,60D,-0.02341125510043951
2024-05-06,HEAL.JK,EXIT,1,D2,99,60D,-0.004852015682072386
2024-05-13,HEAL.JK,EXIT,1,D2,99,60D,0.014081178142083983
2024-05-17,HEAL.JK,EXIT,1,D2,99,60D,0.0026870375680858594
2024-05-21,HEAL.JK,EXIT,1,D2,99,60D,0.0026585785008899077
2024-05-27,HEAL.JK,EXIT,1,D2,99,60D,0.04651156950832025
2024-06-19,HEAL.JK,EXIT,1,D2,99,60D,-0.0263158338473114
2024-07-03,HEAL.JK,EXIT,1,D2,99,60D,-0.01140678358415348
2024-07-09,HEAL.JK,EXIT,1,D2,99,60D,-0.018867917431610204
2024-07-11,HEAL.JK,EXIT,1,D2,99,60D,-0.01893938643130999
2024-07-16,HEAL.JK,EXIT,1,D2,99,60D,-0.018796984029083585
2024-07-22,HEAL.JK,EXIT,1,D2,99,60D,0.09022554207513256
2024-08-01,HEAL.JK,EXIT,1,D2,99,60D,0.15969591764050795
2024-08-07,HEAL.JK,EXIT,1,D2,99,60D,0.13962264541261438
2024-11-07,HEAL.JK,EXIT,1,D2,99,60D,0.1978417382259885
2024-11-25,HEAL.JK,EXIT,1,D2,99,60D,-0.040146130112948764
2025-01-30,HEAL.JK,EXIT,1,D1+D2,99,60D,-0.2928571549348695
2025-05-26,HEAL.JK,EXIT,1,D2,99,60D,0.1006945073156642
2025-06-02,HEAL.JK,EXIT,1,D2,99,60D,0.1289198546262198
2025-06-10,HEAL.JK,EXIT,1,D2,99,60D,0.17081847779424342
2025-10-13,HEAL.JK,EXIT,1,D1,99,60D,-0.07395503937178072
2025-11-05,HEAL.JK,EXIT,1,D1+D2,99,60D,-0.01052635777926858
2022-01-03,ICBP.JK,EXIT,1,D1,99,60D,-0.14202891909460702
2022-01-20,ICBP.JK,EXIT,1,D1,99,60D,-0.11436956871515125
2022-02-03,ICBP.JK,EXIT,1,D1,99,60D,-0.1294117044135622
2022-05-17,ICBP.JK,EXIT,1,D2,99,60D,0.21405763031818847
2022-05-19,ICBP.JK,EXIT,1,D2,99,60D,0.18495307787066428
2022-05-23,ICBP.JK,EXIT,1,D2,99,60D,0.17868338265650774
2022-08-31,ICBP.JK,EXIT,1,D1,99,60D,0.18072302701724974
2023-03-01,ICBP.JK,EXIT,1,D1,99,60D,0.10858595696622086
2023-03-15,ICBP.JK,EXIT,1,D1,99,60D,0.20107231451890772
2023-03-17,ICBP.JK,EXIT,1,D1,99,60D,0.17277473269238341
2023-03-29,ICBP.JK,EXIT,1,D1,99,60D,0.1403509847800577
2023-09-14,ICBP.JK,EXIT,1,D1,99,60D,-0.05000006489024367
2023-09-27,ICBP.JK,EXIT,1,D1,99,60D,-0.031818189402755714
2023-10-11,ICBP.JK,EXIT,1,D1,99,60D,0.02570092010639602
2023-10-20,ICBP.JK,EXIT,1,D1,99,60D,-0.0023584018547065932
2023-10-25,ICBP.JK,EXIT,1,D1,99,60D,0.007177056603714593
2023-11-09,ICBP.JK,EXIT,1,D1,99,60D,0.0645934118541116
2023-11-21,ICBP.JK,EXIT,1,D1,99,60D,0.0833333009617847
2023-11-24,ICBP.JK,EXIT,1,D1,99,60D,0.09832135723408197
2023-11-29,ICBP.JK,EXIT,1,D1,99,60D,0.12142856032975469
2023-12-06,ICBP.JK,EXIT,1,D1,99,60D,0.07276989573839443
2023-12-13,ICBP.JK,EXIT,1,D1,99,60D,0.09715641803064545
2023-12-20,ICBP.JK,EXIT,1,D1,99,60D,0.09219857677318277
2023-12-27,ICBP.JK,EXIT,1,D1,99,60D,0.09219857677318277
2024-01-02,ICBP.JK,EXIT,1,D1,99,60D,0.06807514097046496
2024-01-05,ICBP.JK,EXIT,1,D1,99,60D,0.004661924211999624
2024-03-07,ICBP.JK,EXIT,1,D1,99,60D,-0.021028008214429073
2024-03-26,ICBP.JK,EXIT,1,D1,99,60D,-0.03225797962923005
2024-04-05,ICBP.JK,EXIT,1,D1,99,60D,-0.05069121825384593
2024-04-18,ICBP.JK,EXIT,1,D2,99,60D,0.027227707028394388
2024-05-07,ICBP.JK,EXIT,1,D1,99,60D,-0.018242904919212433
2024-05-30,ICBP.JK,EXIT,1,D1,99,60D,0.09745967171967562
2024-06-06,ICBP.JK,EXIT,1,D1,99,60D,0.0628931210874275
2024-06-25,ICBP.JK,EXIT,1,D2,99,60D,0.14296792550330317
2024-06-28,ICBP.JK,EXIT,1,D1,99,60D,0.1309728410295563
2024-07-05,ICBP.JK,EXIT,1,D1,99,60D,0.12876294291990575
2024-07-16,ICBP.JK,EXIT,1,D1,99,60D,0.09546540609932364
2024-11-14,ICBP.JK,EXIT,1,D1,99,60D,-0.08078603382921112
2024-12-10,ICBP.JK,EXIT,1,D1,99,60D,-0.019189695985020627
2024-12-17,ICBP.JK,EXIT,1,D1,99,60D,0.030368759228092124
2024-12-27,ICBP.JK,EXIT,1,D1,99,60D,-0.07439824753751445
2025-01-14,ICBP.JK,EXIT,1,D2,99,60D,0.006976749811238081
2025-01-30,ICBP.JK,EXIT,1,D1,99,60D,-0.17278619128832073
2025-02-05,ICBP.JK,EXIT,1,D2,99,60D,-0.03899082610895299
2025-02-26,ICBP.JK,EXIT,1,D2,99,60D,0.0857142557794961
2025-03-18,ICBP.JK,EXIT,1,D2,99,60D,-0.01847573457492213
2025-05-02,ICBP.JK,EXIT,1,D1,99,60D,-0.02710845975053111
2025-05-19,ICBP.JK,EXIT,1,D1,99,60D,-0.02266596973651125
2025-05-28,ICBP.JK,EXIT,1,D1+D2,99,60D,-0.06985740125630169
2025-07-04,ICBP.JK,EXIT,1,D2,99,60D,-0.12676056338028174
2022-01-03,INDF.JK,EXIT,1,D1,99,60D,-0.08400000291912157
2022-01-24,INDF.JK,EXIT,1,D1,99,60D,-0.0937500528939329
2022-02-09,INDF.JK,EXIT,1,D1,99,60D,-0.03149602198750767
2022-03-15,INDF.JK,EXIT,1,D1,18,60D,0.037190153128551895
2022-03-31,INDF.JK,EXIT,1,D1,18,60D,0.14705880098305713
2022-08-31,INDF.JK,EXIT,1,D1,15,60D,0.02409631246967492
2022-09-08,INDF.JK,EXIT,1,D1,14,60D,0.04000005603021228
2022-09-12,INDF.JK,EXIT,1,D1,14,60D,0.05220880886582435
2022-09-19,INDF.JK,EXIT,1,D1,14,60D,0.04838712808985601
2022-09-23,INDF.JK,EXIT,1,D1,14,60D,0.040322636159290104
2022-11-25,INDF.JK,EXIT,1,D1,14,60D,0.07509880636478572
2023-02-21,INDF.JK,EXIT,1,D1,14,60D,0.01915707302183356
2023-02-23,INDF.JK,EXIT,1,D1,14,60D,0.019011390706431763
2023-02-27,INDF.JK,EXIT,1,D1,14,60D,0.03409093170124122
2023-03-08,INDF.JK,EXIT,1,D1,13,60D,0.13008135217009853
2023-03-24,INDF.JK,EXIT,1,D1,13,60D,0.16600792873172998
2023-03-28,INDF.JK,EXIT,1,D1,13,60D,0.16470590961677756
2023-09-14,INDF.JK,EXIT,1,D1,7,60D,-0.0485075247661686
2023-10-12,INDF.JK,EXIT,1,D1,7,60D,-0.052044664567576615
2023-11-02,INDF.JK,EXIT,1,D1,14,60D,-0.0038609963005517
2023-12-08,INDF.JK,EXIT,1,D1+D2,15,60D,-0.007812567068632759
2023-12-13,INDF.JK,EXIT,1,D2,15,60D,0.01171872678393493
2024-01-03,INDF.JK,EXIT,1,D2,15,60D,0.01562496904524635
2024-01-05,INDF.JK,EXIT,1,D1,15,60D,-0.015503927398415884
2024-01-17,INDF.JK,EXIT,1,D2,15,60D,0.003906242261311643
2024-01-23,INDF.JK,EXIT,1,D2,15,60D,-0.003906324807321115
2024-01-25,INDF.JK,EXIT,1,D2,15,60D,0.031249938090492924
2024-01-30,INDF.JK,EXIT,1,D2,15,60D,0.01562496904524635
2024-02-20,INDF.JK,HEALTHY,0,,8,60D,-0.04961830521838806
2024-03-07,INDF.JK,EXIT,1,D1+D2,6,60D,-0.0314960027241693
2024-03-18,INDF.JK,HEALTHY,0,,6,60D,-0.08914727539294465
2024-03-22,INDF.JK,EXIT,1,D1,6,60D,-0.03501946837049652
2024-03-26,INDF.JK,EXIT,1,D1+D2,6,60D,-0.031372489223413735
2024-04-02,INDF.JK,HEALTHY,0,,10,60D,-0.0795454618222382
2024-04-16,INDF.JK,EXIT,1,D1+D2,10,60D,-0.0365853794721952
2024-08-01,INDF.JK,HEALTHY,0,,6,60D,0.16666666666666674
2024-08-02,INDF.JK,EXIT,1,D2,6,60D,0.1598361076910939
2024-08-06,INDF.JK,HEALTHY,0,,6,60D,0.15573772258013618
2024-12-09,INDF.JK,HEALTHY,0,,5,60D,-0.05487806532118056
2024-12-23,INDF.JK,HEALTHY,0,,5,60D,-0.07766990736017365
2025-01-20,INDF.JK,EXIT,1,D1,5,60D,-0.07796608682341877
2025-01-31,INDF.JK,HEALTHY,0,,5,60D,-0.09872611998220482
2025-02-10,INDF.JK,HEALTHY,0,,5,60D,-0.054662377748637914
2025-02-12,INDF.JK,HEALTHY,0,,5,60D,-0.05769226282156148
2025-02-24,INDF.JK,HEALTHY,0,,5,60D,-0.0474683809590728
2025-03-07,INDF.JK,EXIT,1,D1,5,60D,0.09999996513491571
2025-04-09,INDF.JK,EXIT,1,D1+D2,5,60D,0.21722847661680267
2025-04-24,INDF.JK,EXIT,1,D1,5,60D,0.15673982174876988
2025-04-29,INDF.JK,HEALTHY,0,,5,60D,0.10782829739883604
2025-05-09,INDF.JK,HEALTHY,0,,5,60D,0.06780980195744002
2025-05-27,INDF.JK,HEALTHY,0,,5,60D,0.12081134539024663
2025-06-02,INDF.JK,HEALTHY,0,,5,60D,0.12978318464749017
2025-06-05,INDF.JK,HEALTHY,0,,5,60D,0.04170543535813831
2025-06-17,INDF.JK,HEALTHY,0,,5,60D,0.016414141414141437
2025-06-20,INDF.JK,HEALTHY,0,,5,60D,0.019276665501299473
2025-07-23,INDF.JK,HEALTHY,0,,5,60D,-0.06886227544910184
2025-08-27,INDF.JK,EXIT,1,D1,8,60D,-0.019736842105263164
2025-09-30,INDF.JK,EXIT,1,D2,8,60D,0.02076124567474058
2022-01-03,INTP.JK,EXIT,1,D2,99,60D,-0.12820512090663205
2022-11-08,INTP.JK,EXIT,1,D2,99,60D,-0.06097559470740488
2022-11-11,INTP.JK,EXIT,1,D2,99,60D,-0.019512202646297605
2023-01-05,INTP.JK,EXIT,1,D2,99,60D,0.16883108065413932
2023-01-24,INTP.JK,EXIT,1,D1,99,60D,0.017902862663739416
2023-03-15,INTP.JK,EXIT,1,D1,99,60D,-0.019512202646297605
2023-04-05,INTP.JK,EXIT,1,D1+D2,99,60D,0.018790229475191156
2023-04-13,INTP.JK,EXIT,1,D1,99,60D,-0.023672191638542728
2023-05-03,INTP.JK,EXIT,1,D2,99,60D,0.026339716080767017
2023-05-23,INTP.JK,EXIT,1,D2,99,60D,0.05947370289702847
2023-05-31,INTP.JK,EXIT,1,D2,99,60D,0.09343434449265886
2023-07-03,INTP.JK,EXIT,1,D1+D2,99,60D,0.09560723902050983
2023-09-18,INTP.JK,EXIT,1,D1,99,60D,-0.08292685592469351
2023-09-20,INTP.JK,EXIT,1,D1,99,60D,-0.05679003973019281
2023-10-04,INTP.JK,EXIT,1,D1,99,60D,-0.04738149272410963
2023-10-18,INTP.JK,EXIT,1,D2,99,60D,-0.0606060669559525
2023-12-01,INTP.JK,EXIT,1,D2,99,60D,-0.065445023050409
2025-08-12,INTP.JK,EXIT,1,D2,99,60D,-0.054474708171206254
2025-08-19,INTP.JK,EXIT,1,D2,99,60D,-0.06299212598425197
2025-10-09,INTP.JK,EXIT,1,D2,99,60D,0.08730158730158721
2026-01-07,INTP.JK,EXIT,1,D1,99,60D,-0.13207547169811318
2026-01-29,INTP.JK,EXIT,1,D1,99,60D,-0.17692307692307696
2026-02-26,INTP.JK,EXIT,1,D2,99,60D,-0.19367588932806323
2022-01-03,ITMG.JK,EXIT,1,D1+D2,99,60D,0.5324843377155817
2022-01-31,ITMG.JK,EXIT,1,D2,99,60D,0.3851091429982463
2022-03-01,ITMG.JK,HEALTHY,0,,6,60D,0.15933886024116894
2022-04-06,ITMG.JK,HEALTHY,0,,8,60D,0.1511311754186786
2022-04-27,ITMG.JK,HEALTHY,0,,8,60D,0.17527672234744363
2022-06-15,ITMG.JK,EXIT,1,D2,8,60D,0.20031788450465804
2022-06-20,ITMG.JK,EXIT,1,D2,8,60D,0.17571878724862655
2022-06-30,ITMG.JK,EXIT,1,D2,8,60D,0.2852487003682429
2022-07-08,ITMG.JK,HEALTHY,0,,7,60D,0.3630027355244154
2022-07-11,ITMG.JK,EXIT,1,D2,7,60D,0.3593624347111464
2022-07-12,ITMG.JK,HEALTHY,0,,7,60D,0.30105100949257957
2022-09-02,ITMG.JK,HEALTHY,0,,7,60D,0.04508964339502075
2022-10-11,ITMG.JK,HEALTHY,0,,7,60D,0.08583797277219518
2022-11-03,ITMG.JK,HEALTHY,0,,9,60D,0.011694045333903391
2022-11-07,ITMG.JK,HEALTHY,0,,9,60D,-0.04076776841669005
2022-11-21,ITMG.JK,HEALTHY,0,,9,60D,-0.10188673700470552
2022-12-12,ITMG.JK,HEALTHY,0,,6,60D,-0.11340850685999371
2023-01-04,ITMG.JK,EXIT,1,D1,6,60D,0.005996014286166584
2023-02-09,ITMG.JK,EXIT,1,D2,8,60D,0.1602049034063806
2023-02-28,ITMG.JK,HEALTHY,0,,8,60D,-0.037016152522606705
2023-04-17,ITMG.JK,EXIT,1,D2,8,60D,-0.2519379739527947
2023-04-18,ITMG.JK,HEALTHY,0,,8,60D,-0.26780404242276656
2023-05-02,ITMG.JK,EXIT,1,D1+D2,8,60D,-0.2154695411948664
2024-06-11,ITMG.JK,EXIT,1,D1,16,60D,0.09854769359780491
2024-07-01,ITMG.JK,EXIT,1,D1,15,60D,0.12152427087588502
2024-10-30,ITMG.JK,EXIT,1,D1,14,60D,0.045725630795441674
2024-11-04,ITMG.JK,EXIT,1,D1,10,60D,0.009950330118845052
2024-11-06,ITMG.JK,EXIT,1,D1,10,60D,0.0009900887816176596
2024-11-13,ITMG.JK,HEALTHY,0,,10,60D,-0.0038167545480568554
2024-12-20,ITMG.JK,EXIT,1,D1,10,60D,-0.02742408259917395
2025-01-02,ITMG.JK,EXIT,1,D1,10,60D,-0.10219666822675144
2025-01-06,ITMG.JK,EXIT,1,D1,10,60D,-0.07558133344666462
2025-02-03,ITMG.JK,EXIT,1,D1,10,60D,-0.10258860678025106
2025-02-28,ITMG.JK,EXIT,1,D2,10,60D,0.04270198752384591
2025-04-14,ITMG.JK,HEALTHY,0,,10,60D,-0.010197356143093805
2025-04-24,ITMG.JK,EXIT,1,D2,10,60D,0.001133874395204293
2025-05-06,ITMG.JK,HEALTHY,0,,10,60D,0.007856382126464334
2025-05-08,ITMG.JK,EXIT,1,D2,10,60D,0.01581919585161362
2025-05-20,ITMG.JK,EXIT,1,D1,10,60D,0.03471449276071015
2025-06-02,ITMG.JK,EXIT,1,D1,10,60D,0.03937009435983385
2025-06-13,ITMG.JK,HEALTHY,0,,10,60D,-0.020697119127287444
2025-06-25,ITMG.JK,EXIT,1,D2,10,60D,0.01244335380436734
2025-07-03,ITMG.JK,EXIT,1,D2,17,60D,0.012457445841285608
2025-08-19,ITMG.JK,EXIT,1,D1+D2,18,60D,0.00793654949710687
2025-08-29,ITMG.JK,EXIT,1,D1+D2,18,60D,0.038418006401577776
2025-09-03,ITMG.JK,EXIT,1,D1,14,60D,0.033669993685262245
2025-10-07,ITMG.JK,EXIT,1,D1,13,60D,0.011121607924094112
2025-10-09,ITMG.JK,EXIT,1,D1,13,60D,0.012296304179275186
2025-10-14,ITMG.JK,EXIT,1,D1,13,60D,0.007524848409076634
2025-12-01,ITMG.JK,EXIT,1,D1,17,60D,0.006849272481721291
2022-01-03,KLBF.JK,EXIT,1,D2,99,60D,-0.009259147016694613
2022-02-21,KLBF.JK,EXIT,1,D1,99,60D,0.009434014224918297
2022-03-01,KLBF.JK,EXIT,1,D1,14,60D,0.022151910161879673
2022-03-07,KLBF.JK,EXIT,1,D1,14,60D,-0.0031153369103393835
2022-04-07,KLBF.JK,EXIT,1,D1,13,60D,0.047815625563980335
2022-04-27,KLBF.JK,EXIT,1,D1,13,60D,0.06307447520508447
2022-05-09,KLBF.JK,EXIT,1,D1,13,60D,0.13549280921502804
2022-08-01,KLBF.JK,EXIT,1,D1,13,60D,0.15457420174756953
2022-08-19,KLBF.JK,EXIT,1,D1,13,60D,0.18012420907621918
2022-08-24,KLBF.JK,EXIT,1,D1,13,60D,0.22291027919328577
2022-09-01,KLBF.JK,HEALTHY,0,,9,60D,0.23867067613960868
2022-09-06,KLBF.JK,HEALTHY,0,,9,60D,0.18674695873833302
2022-11-18,KLBF.JK,HEALTHY,0,,7,60D,0.004854368320106772
2022-12-26,KLBF.JK,HEALTHY,0,,7,60D,0.05313996450293823
2022-12-29,KLBF.JK,HEALTHY,0,,7,60D,0.009569376801449092
2023-01-18,KLBF.JK,HEALTHY,0,,7,60D,0.03827756933008408
2023-01-30,KLBF.JK,HEALTHY,0,,7,60D,-0.023255812549056065
2023-02-02,KLBF.JK,HEALTHY,0,,9,60D,-0.04999999409819267
2023-03-03,KLBF.JK,EXIT,1,D1,10,60D,0.05770482379925013
2023-03-07,KLBF.JK,EXIT,1,D1,10,60D,0.05732462924193671
2023-03-09,KLBF.JK,EXIT,1,D1,10,60D,0.04263950252394766
2023-03-14,KLBF.JK,EXIT,1,D1,10,60D,-0.0013220048451975108
2023-03-17,KLBF.JK,HEALTHY,0,,10,60D,-0.05063043053344607
2023-03-27,KLBF.JK,EXIT,1,D1,10,60D,-0.006077552305178369
2023-03-29,KLBF.JK,HEALTHY,0,,10,60D,-0.051255898708932435
2023-04-13,KLBF.JK,EXIT,1,D1,10,60D,0.02819556759035824
2023-04-18,KLBF.JK,EXIT,1,D1,10,60D,-0.0016057900970078975
2023-05-02,KLBF.JK,EXIT,1,D1,10,60D,-0.02118495655197783
2023-05-08,KLBF.JK,EXIT,1,D1,10,60D,-0.02062275976161665
2023-05-11,KLBF.JK,HEALTHY,0,,10,60D,-0.04397697386166932
2023-05-29,KLBF.JK,HEALTHY,0,,10,60D,-0.10663510130885501
2023-06-13,KLBF.JK,EXIT,1,D1,10,60D,-0.10096159977085029
2023-06-19,KLBF.JK,EXIT,1,D1,10,60D,-0.12560392633979167
2023-06-26,KLBF.JK,HEALTHY,0,,10,60D,-0.1086956829766591
2023-07-03,KLBF.JK,EXIT,1,D1,10,60D,-0.12128704167419757
2024-08-19,KLBF.JK,EXIT,1,D2,14,60D,0.04968946172537758
2024-10-25,KLBF.JK,EXIT,1,D1,13,60D,-0.16358027310436551
2025-05-22,KLBF.JK,EXIT,1,D2,13,60D,0.048661496838619644
2025-05-28,KLBF.JK,EXIT,1,D2,13,60D,-0.03366167797939523
2025-06-23,KLBF.JK,EXIT,1,D2,13,60D,-0.05244755244755239
2025-07-01,KLBF.JK,HEALTHY,0,,8,60D,-0.20065789473684215
2025-07-10,KLBF.JK,HEALTHY,0,,8,60D,-0.22923588039867104
2025-07-22,KLBF.JK,EXIT,1,D2,8,60D,-0.1917808219178082
2025-07-25,KLBF.JK,EXIT,1,D2,8,60D,-0.2289562289562289
2022-01-03,MAPI.JK,EXIT,1,D2,99,60D,0.14285711747505947
2022-01-17,MAPI.JK,EXIT,1,D2,99,60D,0.06535946331036224
2022-02-04,MAPI.JK,EXIT,1,D1+D2,99,60D,0.11184203420562988
2022-02-14,MAPI.JK,EXIT,1,D1+D2,99,60D,0.1866665870684585
2022-07-28,MAPI.JK,EXIT,1,D1,99,60D,0.26704544129557406
2023-01-06,MAPI.JK,EXIT,1,D2,99,60D,0.2076923062204472
2023-01-27,MAPI.JK,EXIT,1,D1+D2,99,60D,0.21739120602987905
2023-01-31,MAPI.JK,EXIT,1,D2,99,60D,0.1153845933067088
2023-04-04,MAPI.JK,EXIT,1,D1+D2,99,60D,0.29642854541193575
2023-04-18,MAPI.JK,EXIT,1,D1,99,60D,0.1713285369149744
2023-09-27,MAPI.JK,EXIT,1,D1,99,60D,0.00281691280164309
2023-10-30,MAPI.JK,EXIT,1,D2,99,60D,0.019943029587995653
2023-11-28,MAPI.JK,EXIT,1,D2,99,60D,0.1354467372780268
2023-12-27,MAPI.JK,EXIT,1,D1+D2,99,60D,0.09714289513518448
2024-03-20,MAPI.JK,EXIT,1,D1,99,60D,-0.20110191916895248
2024-03-27,MAPI.JK,EXIT,1,D1,99,60D,-0.2194443720494802
2024-04-16,MAPI.JK,EXIT,1,D1,99,60D,-0.21823203569790484
2024-04-19,MAPI.JK,EXIT,1,D1+D2,99,60D,-0.12389379173862725
2024-10-02,MAPI.JK,EXIT,1,D2,99,60D,-0.1560693263305759
2024-10-09,MAPI.JK,EXIT,1,D2,99,60D,-0.19005844859713938
2024-10-25,MAPI.JK,EXIT,1,D2,99,60D,-0.20353979473663197
2026-02-24,MAPI.JK,EXIT,1,D2,99,60D,-0.0038461538461538325
2022-04-01,MDKA.JK,HEALTHY,0,,10,60D,0.049573528974002024
2022-05-10,MDKA.JK,EXIT,1,D2,10,60D,-0.22360248447204967
2022-05-19,MDKA.JK,HEALTHY,0,,10,60D,-0.23092369477911645
2022-05-20,MDKA.JK,EXIT,1,D2,10,60D,-0.2222222222222222
2022-05-24,MDKA.JK,HEALTHY,0,,10,60D,-0.25687203791469193
2022-05-31,MDKA.JK,HEALTHY,0,,10,60D,-0.255045871559633
2022-06-03,MDKA.JK,HEALTHY,0,,10,60D,-0.20961538461538465
2022-06-09,MDKA.JK,HEALTHY,0,,10,60D,-0.1766990291262136
2022-06-13,MDKA.JK,EXIT,1,D2,10,60D,-0.10851063829787233
2023-01-25,MDKA.JK,EXIT,1,D2,19,60D,-0.15899581589958156
