Date,ticker,exit_state,exit_flag,triggers,rank,horizon,fwd_return
2024-10-25,MDKA.JK,EXIT,1,D2,16,60D,-0.35918367346938773
2025-07-22,MDKA.JK,EXIT,1,D2,12,60D,0.07692307692307687
2025-07-31,MDKA.JK,EXIT,1,D2,12,60D,-0.1271186440677966
2025-08-01,MDKA.JK,HEALTHY,0,,6,60D,-0.13469387755102036
2025-08-04,MDKA.JK,EXIT,1,D2,6,60D,-0.10169491525423724
2025-08-06,MDKA.JK,HEALTHY,0,,6,60D,-0.06666666666666665
2025-08-12,MDKA.JK,EXIT,1,D2,6,60D,0.03947368421052633
2025-08-29,MDKA.JK,HEALTHY,0,,6,60D,-0.004048582995951455
2025-09-18,MDKA.JK,EXIT,1,D2,16,60D,-0.04641350210970463
2025-09-24,MDKA.JK,EXIT,1,D2,16,60D,-0.004385964912280715
2025-10-17,MDKA.JK,EXIT,1,D2,9,60D,-0.012820512820512775
2025-10-29,MDKA.JK,HEALTHY,0,,9,60D,-0.07317073170731703
2025-11-17,MDKA.JK,EXIT,1,D2,9,60D,0.46460176991150437
2026-01-05,MDKA.JK,HEALTHY,0,,9,60D,0.342741935483871
2026-02-02,MDKA.JK,EXIT,1,D2,9,60D,0.15384615384615374
2026-02-05,MDKA.JK,HEALTHY,0,,9,60D,0.08496732026143783
2026-02-06,MDKA.JK,EXIT,1,D2,9,60D,0.1824561403508771
2026-02-10,MDKA.JK,HEALTHY,0,,9,60D,0.09061488673139162
2026-03-09,MDKA.JK,EXIT,1,D2,9,60D,-0.18018018018018023
2026-03-10,MDKA.JK,HEALTHY,0,,9,60D,-0.24
2026-03-13,MDKA.JK,EXIT,1,D2,9,60D,-0.3166144200626959
2022-01-03,MIKA.JK,EXIT,1,D1+D2,99,60D,-0.04017848508042121
2022-05-09,MIKA.JK,EXIT,1,D2,99,60D,0.15774226689094606
2022-05-30,MIKA.JK,EXIT,1,D2,99,60D,-0.0188678338991195
2022-06-03,MIKA.JK,EXIT,1,D2,99,60D,0.03585655996630255
2022-06-07,MIKA.JK,EXIT,1,D2,99,60D,0.011627870261062156
2022-06-09,MIKA.JK,EXIT,1,D2,99,60D,-0.007633627839800483
2022-06-24,MIKA.JK,EXIT,1,D2,99,60D,-0.022900786352478053
2022-07-05,MIKA.JK,EXIT,1,D2,99,60D,0.007518740864286277
2022-07-07,MIKA.JK,EXIT,1,D2,99,60D,-0.041353314017995135
2022-07-28,MIKA.JK,EXIT,1,D2,99,60D,0.042307622261261724
2022-09-05,MIKA.JK,EXIT,1,D2,99,60D,0.03921549052108775
2022-09-14,MIKA.JK,EXIT,1,D2,99,60D,0.045112732303022485
2022-09-22,MIKA.JK,EXIT,1,D2,99,60D,0.015037577434340754
2022-11-02,MIKA.JK,EXIT,1,D1+D2,99,60D,0.20377362441998392
2022-11-21,MIKA.JK,EXIT,1,D1+D2,99,60D,0.12592593081492853
2022-11-25,MIKA.JK,EXIT,1,D1+D2,99,60D,0.16538460860592852
2023-01-04,MIKA.JK,EXIT,1,D2,99,60D,0.007017491518108043
2023-01-06,MIKA.JK,EXIT,1,D2,99,60D,0.0
2023-01-26,MIKA.JK,EXIT,1,D1+D2,99,60D,0.021052563879708774
2023-03-02,MIKA.JK,EXIT,1,D1+D2,99,60D,-0.10726639575171149
2023-03-06,MIKA.JK,EXIT,1,D1+D2,99,60D,-0.09059237312844615
2023-03-28,MIKA.JK,EXIT,1,D1,99,60D,-0.0689204959270655
2023-04-04,MIKA.JK,EXIT,1,D1+D2,99,60D,-0.011059286508133148
2023-07-18,MIKA.JK,EXIT,1,D2,99,60D,-0.031802146164179645
2023-08-01,MIKA.JK,EXIT,1,D2,99,60D,-0.04912286699132484
2023-08-08,MIKA.JK,EXIT,1,D2,99,60D,-0.010714235109631876
2023-08-31,MIKA.JK,EXIT,1,D2,99,60D,-0.031802146164179645
2023-09-04,MIKA.JK,EXIT,1,D2,99,60D,-0.03914592941579742
2023-09-15,MIKA.JK,EXIT,1,D2,99,60D,-0.02150527569828964
2023-10-30,MIKA.JK,EXIT,1,D2,99,60D,0.025179887631143094
2024-01-02,MIKA.JK,EXIT,1,D1+D2,99,60D,-0.04797050158698979
2024-01-11,MIKA.JK,EXIT,1,D1+D2,99,60D,-0.029629613096193053
2024-02-26,MIKA.JK,EXIT,1,D2,99,60D,0.15530298923097674
2024-03-21,MIKA.JK,EXIT,1,D1+D2,99,60D,0.10566041704845164
2024-03-25,MIKA.JK,EXIT,1,D1+D2,99,60D,0.13432837638850725
2024-04-01,MIKA.JK,EXIT,1,D2,99,60D,0.11340711846709617
2024-04-17,MIKA.JK,EXIT,1,D2,99,60D,0.12515401131950865
2024-08-29,MIKA.JK,EXIT,1,D1,99,60D,-0.041095888081758014
2024-10-18,MIKA.JK,EXIT,1,D1,99,60D,-0.17465754560142965
2025-11-24,MIKA.JK,EXIT,1,D1,99,60D,-0.024691358024691357
2025-12-11,MIKA.JK,EXIT,1,D1,99,60D,-0.06938775510204087
2025-12-16,MIKA.JK,EXIT,1,D1,99,60D,-0.048979591836734726
2026-01-05,MIKA.JK,EXIT,1,D1,99,60D,-0.13749999999999996
2026-01-08,MIKA.JK,EXIT,1,D1,99,60D,-0.13749999999999996
2026-01-15,MIKA.JK,EXIT,1,D1,99,60D,-0.10084033613445376
2026-01-22,MIKA.JK,EXIT,1,D1,99,60D,-0.12083333333333335
2026-01-26,MIKA.JK,EXIT,1,D1,99,60D,-0.12448132780082988
2026-01-29,MIKA.JK,EXIT,1,D2,99,60D,-0.08658008658008653
2026-02-06,MIKA.JK,EXIT,1,D2,99,60D,-0.09787234042553195
2026-02-13,MIKA.JK,EXIT,1,D2,99,60D,-0.12068965517241381
2022-01-03,PGAS.JK,EXIT,1,D2,99,60D,0.13928561042201548
2022-02-10,PGAS.JK,EXIT,1,D2,99,60D,-0.014492697607783711
2022-03-11,PGAS.JK,EXIT,1,D1,17,60D,0.12099655138705367
2022-03-15,PGAS.JK,EXIT,1,D1+D2,17,60D,0.22382676577883176
2022-04-20,PGAS.JK,EXIT,1,D2,19,60D,0.23011057055532147
2022-07-01,PGAS.JK,HEALTHY,0,,9,60D,0.15000000516657397
2022-07-04,PGAS.JK,EXIT,1,D2,9,60D,0.16451607432356696
2022-07-05,PGAS.JK,HEALTHY,0,,9,60D,0.12732911696444438
2022-07-06,PGAS.JK,EXIT,1,D2,9,60D,0.1895423904327107
2022-07-11,PGAS.JK,HEALTHY,0,,9,60D,0.17034701434233046
2022-07-13,PGAS.JK,EXIT,1,D2,9,60D,0.21753257732979203
2022-07-21,PGAS.JK,EXIT,1,D2,9,60D,0.12974687815978503
2022-07-28,PGAS.JK,HEALTHY,0,,9,60D,0.038575745102762404
2022-08-03,PGAS.JK,HEALTHY,0,,9,60D,0.023598837322720945
2022-08-19,PGAS.JK,HEALTHY,0,,9,60D,0.07941187511682535
2022-12-27,PGAS.JK,EXIT,1,D1,14,60D,-0.13105412944378347
2022-12-29,PGAS.JK,EXIT,1,D1,14,60D,-0.11830984865984606
2024-03-21,PGAS.JK,HEALTHY,0,,8,60D,0.18726596651830296
2024-04-26,PGAS.JK,EXIT,1,D2,5,60D,0.3785866950492205
2024-04-29,PGAS.JK,HEALTHY,0,,5,60D,0.3451662733943941
2024-07-10,PGAS.JK,HEALTHY,0,,4,60D,-0.0032894309905772134
2024-07-29,PGAS.JK,HEALTHY,0,,4,60D,-0.07788161390550252
2024-08-06,PGAS.JK,HEALTHY,0,,5,60D,-0.02280135798470939
2024-08-20,PGAS.JK,HEALTHY,0,,5,60D,-0.06727824095890478
2024-09-10,PGAS.JK,EXIT,1,D1,5,60D,0.03728810857649956
2024-09-17,PGAS.JK,EXIT,1,D1,5,60D,-0.010033404612293073
2024-09-19,PGAS.JK,EXIT,1,D1,5,60D,-0.010135185411234593
2024-09-30,PGAS.JK,EXIT,1,D2,5,60D,0.0731707225207836
2024-10-02,PGAS.JK,EXIT,1,D1+D2,6,60D,0.0902777262988479
2024-10-14,PGAS.JK,HEALTHY,0,,6,60D,0.04530746515940587
2024-10-16,PGAS.JK,HEALTHY,0,,6,60D,0.019417485068316864
2024-10-21,PGAS.JK,HEALTHY,0,,6,60D,-0.006472495022772251
2024-10-31,PGAS.JK,HEALTHY,0,,6,60D,0.09584660454201277
2024-11-05,PGAS.JK,HEALTHY,0,,9,60D,0.10561052367295742
2024-11-12,PGAS.JK,HEALTHY,0,,9,60D,0.0786884743323224
2024-11-19,PGAS.JK,HEALTHY,0,,9,60D,0.0963455176346879
2024-11-25,PGAS.JK,HEALTHY,0,,9,60D,0.012738860081419334
2024-12-18,PGAS.JK,HEALTHY,0,,9,60D,0.05483869477317693
2024-12-20,PGAS.JK,HEALTHY,0,,9,60D,-0.012903232555542488
2025-01-06,PGAS.JK,HEALTHY,0,,9,60D,-0.13411077706502117
2025-01-23,PGAS.JK,HEALTHY,0,,9,60D,-0.05757574491966322
2025-02-03,PGAS.JK,HEALTHY,0,,9,60D,-0.006289311382993268
2025-02-05,PGAS.JK,HEALTHY,0,,9,60D,0.033742306622615015
2025-02-11,PGAS.JK,HEALTHY,0,,9,60D,0.027607334246031456
2025-03-07,PGAS.JK,EXIT,1,D1,9,60D,0.1556291778892105
2025-03-25,PGAS.JK,EXIT,1,D1,9,60D,0.23975366641191576
2025-04-08,PGAS.JK,EXIT,1,D2,9,60D,0.2907716715326325
2025-04-11,PGAS.JK,HEALTHY,0,,9,60D,0.1139287271980911
2025-05-05,PGAS.JK,HEALTHY,0,,9,60D,0.08315458626633965
2025-05-08,PGAS.JK,EXIT,1,D1,9,60D,0.08616807506455904
2025-06-02,PGAS.JK,HEALTHY,0,,9,60D,-0.005593994090398513
2025-06-30,PGAS.JK,HEALTHY,0,,9,60D,0.0619195046439629
2025-08-06,PGAS.JK,HEALTHY,0,,2,60D,-0.038461538461538436
2025-08-19,PGAS.JK,HEALTHY,0,,2,60D,-0.027027027027026973
2025-09-09,PGAS.JK,HEALTHY,0,,2,60D,0.0
2025-09-25,PGAS.JK,HEALTHY,0,,2,60D,0.011661807580174877
2025-10-02,PGAS.JK,EXIT,1,D1,3,60D,0.143730886850153
2025-10-15,PGAS.JK,EXIT,1,D1,3,60D,0.1331269349845201
2025-10-23,PGAS.JK,HEALTHY,0,,3,60D,0.07627118644067798
2025-10-28,PGAS.JK,HEALTHY,0,,3,60D,0.11436950146627556
2025-11-06,PGAS.JK,HEALTHY,0,,3,60D,0.14492753623188404
2025-12-01,PGAS.JK,HEALTHY,0,,2,60D,0.17647058823529416
2025-12-10,PGAS.JK,HEALTHY,0,,2,60D,0.1482479784366577
2026-01-07,PGAS.JK,HEALTHY,0,,2,60D,0.005141388174807249
2026-03-09,PGAS.JK,EXIT,1,D2,2,60D,-0.09756097560975607
2022-03-01,PTBA.JK,HEALTHY,0,,8,60D,0.14733539110747285
2022-03-18,PTBA.JK,EXIT,1,D2,8,60D,0.3887146612745527
2022-03-21,PTBA.JK,HEALTHY,0,,8,60D,0.40683246252443617
2022-04-11,PTBA.JK,HEALTHY,0,,6,60D,0.36329542975573315
2022-07-05,PTBA.JK,HEALTHY,0,,3,60D,0.07848096543577965
2022-07-21,PTBA.JK,HEALTHY,0,,3,60D,0.04477602877798792
2022-08-19,PTBA.JK,HEALTHY,0,,3,60D,-0.059382516398781116
2022-08-23,PTBA.JK,HEALTHY,0,,3,60D,-0.09882364878188243
2022-09-02,PTBA.JK,HEALTHY,0,,4,60D,-0.11971828071699286
2022-09-22,PTBA.JK,HEALTHY,0,,4,60D,-0.1589861208796508
2022-10-07,PTBA.JK,HEALTHY,0,,4,60D,-0.14685307906564105
2022-10-12,PTBA.JK,HEALTHY,0,,4,60D,-0.1502347572268926
2022-10-17,PTBA.JK,HEALTHY,0,,4,60D,-0.10823534129011503
2022-10-19,PTBA.JK,EXIT,1,D1+D2,4,60D,0.0187667196443968
2023-02-28,PTBA.JK,HEALTHY,0,,6,60D,-0.09585490711101774
2023-03-07,PTBA.JK,EXIT,1,D2,5,60D,-0.14621405915763075
2023-03-08,PTBA.JK,HEALTHY,0,,5,60D,-0.19170981422203537
2023-03-14,PTBA.JK,EXIT,1,D2,5,60D,-0.21409916648226013
2023-03-17,PTBA.JK,HEALTHY,0,,5,60D,-0.2036082519265201
2023-03-20,PTBA.JK,EXIT,1,D2,5,60D,-0.20104430183668953
2023-03-29,PTBA.JK,HEALTHY,0,,5,60D,-0.13554993687364247
2023-05-03,PTBA.JK,EXIT,1,D1+D2,5,60D,0.0994768181802157
2023-06-26,PTBA.JK,HEALTHY,0,,5,60D,-0.0761904896660619
2023-06-27,PTBA.JK,EXIT,1,D2,5,60D,0.06716412502784164
2023-07-03,PTBA.JK,HEALTHY,0,,5,60D,0.058823577606508026
2023-08-10,PTBA.JK,HEALTHY,0,,7,60D,-0.017921196032016362
2023-08-18,PTBA.JK,HEALTHY,0,,7,60D,-0.025089674444822907
2023-09-14,PTBA.JK,HEALTHY,0,,9,60D,-0.17301041645323278
2023-10-05,PTBA.JK,EXIT,1,D1+D2,9,60D,-0.07518800187066832
2023-10-13,PTBA.JK,EXIT,1,D1,9,60D,-0.12639405600426534
2023-10-23,PTBA.JK,EXIT,1,D2,9,60D,-0.11278197288488356
2023-10-26,PTBA.JK,EXIT,1,D2,9,60D,-0.08270676016816869
2024-01-15,PTBA.JK,HEALTHY,0,,10,60D,0.06642073399882076
2024-01-17,PTBA.JK,EXIT,1,D2,10,60D,0.10526315474514547
2024-02-20,PTBA.JK,EXIT,1,D2,15,60D,0.09469699116585262
2024-04-01,PTBA.JK,HEALTHY,0,,7,60D,0.008921149438506415
2024-05-08,PTBA.JK,HEALTHY,0,,7,60D,-0.0048525555452453295
2024-06-03,PTBA.JK,HEALTHY,0,,7,60D,0.05426359069290454
2024-07-18,PTBA.JK,HEALTHY,0,,9,60D,0.06870222995154474
2024-08-22,PTBA.JK,HEALTHY,0,,10,60D,0.11764702312105402
2024-08-27,PTBA.JK,HEALTHY,0,,10,60D,0.03597122515770734
2024-08-29,PTBA.JK,HEALTHY,0,,10,60D,0.02517981802088687
2024-09-02,PTBA.JK,HEALTHY,0,,10,60D,0.04964541636635467
2024-09-20,PTBA.JK,HEALTHY,0,,10,60D,-0.06101689888148509
2024-11-11,PTBA.JK,EXIT,1,D1,11,60D,-0.03610108446687477
2024-11-14,PTBA.JK,EXIT,1,D1,11,60D,-0.03971127237842198
2024-11-29,PTBA.JK,EXIT,1,D2,11,60D,-0.01851852040567281
2024-12-06,PTBA.JK,EXIT,1,D1,11,60D,-0.014652035695345011
2024-12-11,PTBA.JK,EXIT,1,D1,11,60D,-0.0392856984928327
2024-12-17,PTBA.JK,EXIT,1,D1+D2,11,60D,-0.01123599673986786
2025-01-02,PTBA.JK,EXIT,1,D2,11,60D,-0.03731343513433183
2025-01-23,PTBA.JK,EXIT,1,D2,11,60D,-0.06666661231662341
2025-02-06,PTBA.JK,EXIT,1,D2,11,60D,0.022641491018991156
2025-02-18,PTBA.JK,EXIT,1,D2,11,60D,0.03717472423152901
2025-07-09,PTBA.JK,EXIT,1,D1+D2,7,60D,0.004184100418409997
2025-08-04,PTBA.JK,EXIT,1,D1,9,60D,-0.033333333333333326
2025-08-07,PTBA.JK,EXIT,1,D1,9,60D,-0.054166666666666696
2025-08-26,PTBA.JK,HEALTHY,0,,9,60D,-0.06000000000000005
2025-09-10,PTBA.JK,EXIT,1,D2,9,60D,0.004201680672268893
2025-11-18,PTBA.JK,EXIT,1,D2,14,60D,0.09523809523809534
2025-11-21,PTBA.JK,EXIT,1,D1,14,60D,0.11637931034482762
2025-12-30,PTBA.JK,EXIT,1,D2,14,60D,0.2857142857142858
2022-04-11,SIDO.JK,EXIT,1,D1,99,60D,0.07734812530717394
2022-07-29,SIDO.JK,EXIT,1,D1,99,60D,-0.21546971050622277
2023-02-17,SIDO.JK,EXIT,1,D2,99,60D,-0.06607411575757727
2023-02-24,SIDO.JK,EXIT,1,D2,99,60D,-0.042840510547697996
2023-03-13,SIDO.JK,EXIT,1,D2,99,60D,-0.050614715468675464
2023-03-30,SIDO.JK,EXIT,1,D2,99,60D,-0.06332993533068876
2023-04-04,SIDO.JK,EXIT,1,D2,99,60D,-0.0932153878971147
2024-04-26,SIDO.JK,EXIT,1,D2,99,60D,0.0919073117347482
2024-08-27,SIDO.JK,EXIT,1,D1,99,60D,-0.12142849913413456
2024-10-02,SIDO.JK,EXIT,1,D2,99,60D,-0.09426470083388927
2024-10-10,SIDO.JK,EXIT,1,D2,99,60D,-0.08735067240523287
2024-10-21,SIDO.JK,EXIT,1,D2,99,60D,-0.15672912909325443
2024-10-24,SIDO.JK,EXIT,1,D1+D2,99,60D,-0.08476999222545911
2025-09-25,SIDO.JK,EXIT,1,D2,99,60D,0.05978452744568585
2022-01-03,SMGR.JK,EXIT,1,D2,99,60D,-0.13402065688427267
2022-12-06,SMGR.JK,EXIT,1,D1,16,60D,0.01675844736782306
2022-12-16,SMGR.JK,EXIT,1,D1+D2,16,60D,0.08540907381656737
2023-01-11,SMGR.JK,EXIT,1,D2,16,60D,-0.053571485822773934
2023-01-18,SMGR.JK,EXIT,1,D2,16,60D,-0.13214285239518464
2023-02-06,SMGR.JK,EXIT,1,D1,11,60D,-0.16551728459684578
2023-02-28,SMGR.JK,EXIT,1,D1,11,60D,-0.1259978771553275
2023-03-06,SMGR.JK,EXIT,1,D1,14,60D,-0.13570474952641176
2023-03-08,SMGR.JK,EXIT,1,D2,14,60D,-0.10373968320101978
2023-07-20,SMGR.JK,EXIT,1,D2,14,60D,0.022388119867419398
2023-07-27,SMGR.JK,EXIT,1,D2,14,60D,-0.018726589406223848
2023-08-01,SMGR.JK,EXIT,1,D2,11,60D,-0.03717471481178847
2023-08-09,SMGR.JK,EXIT,1,D2,11,60D,-0.014981208671156265
2023-08-18,SMGR.JK,EXIT,1,D2,11,60D,-0.048327160448577655
2023-08-23,SMGR.JK,EXIT,1,D2,11,60D,-0.06691443987134027
2023-09-25,SMGR.JK,EXIT,1,D2,12,60D,-0.030075212873915347
2023-12-01,SMGR.JK,HEALTHY,0,,8,60D,-0.034351156650888726
2023-12-04,SMGR.JK,EXIT,1,D1,8,60D,-0.02713174512806582
2024-01-04,SMGR.JK,HEALTHY,0,,8,60D,-0.08494211840295263
2024-01-08,SMGR.JK,EXIT,1,D1+D2,8,60D,-0.07999998657442398
2024-02-19,SMGR.JK,EXIT,1,D2,14,60D,-0.26166002877809513
2026-02-09,SMGR.JK,EXIT,1,D2,21,60D,-0.07003887709240686
2026-03-03,SMGR.JK,EXIT,1,D2,21,60D,-0.24264708295545423
2022-05-09,TLKM.JK,EXIT,1,D1,18,60D,-0.02835965179172273
2022-05-17,TLKM.JK,EXIT,1,D1,18,60D,0.03905648326341571
2022-05-20,TLKM.JK,EXIT,1,D1,18,60D,0.05894880178432005
2022-07-13,TLKM.JK,EXIT,1,D2,19,60D,0.15228430110423052
2022-11-02,TLKM.JK,EXIT,1,D1,19,60D,-0.11137438501562258
2023-03-14,TLKM.JK,EXIT,1,D2,21,60D,0.024875589092727246
2023-03-27,TLKM.JK,EXIT,1,D2,21,60D,0.024691398860721137
2023-05-12,TLKM.JK,EXIT,1,D2,21,60D,0.008046975593826167
2023-05-31,TLKM.JK,EXIT,1,D2,21,60D,-0.05077415949175523
2023-07-18,TLKM.JK,EXIT,1,D1+D2,21,60D,-0.04415585264009847
2023-09-27,TLKM.JK,EXIT,1,D1+D2,19,60D,-0.01075267282409409
2023-10-20,TLKM.JK,EXIT,1,D1,19,60D,0.07297301931180011
2023-11-29,TLKM.JK,EXIT,1,D1,16,60D,0.06451611206873564
2024-02-01,TLKM.JK,HEALTHY,0,,7,60D,-0.20792076673833293
2024-02-12,TLKM.JK,HEALTHY,0,,7,60D,-0.23999994410761516
2024-02-16,TLKM.JK,HEALTHY,0,,7,60D,-0.25961535425593973
2024-03-25,TLKM.JK,EXIT,1,D1,13,60D,-0.13234424793201927
2025-05-20,TLKM.JK,EXIT,1,D2,15,60D,0.1181342027489094
2025-05-23,TLKM.JK,EXIT,1,D2,15,60D,0.1549584531470749
2025-06-02,TLKM.JK,EXIT,1,D2,15,60D,0.17577432417901773
2025-06-23,TLKM.JK,EXIT,1,D2,15,60D,0.2558139534883721
2025-07-01,TLKM.JK,HEALTHY,0,,10,60D,0.11387900355871894
2025-07-11,TLKM.JK,HEALTHY,0,,10,60D,0.1282051282051282
2025-07-22,TLKM.JK,HEALTHY,0,,10,60D,0.12982456140350873
2025-08-01,TLKM.JK,HEALTHY,0,,5,60D,0.05033557046979875
2025-09-04,TLKM.JK,HEALTHY,0,,7,60D,0.11111111111111116
2025-09-17,TLKM.JK,HEALTHY,0,,7,60D,0.06287425149700598
2025-10-02,TLKM.JK,HEALTHY,0,,6,60D,0.16613418530351431
2025-10-14,TLKM.JK,EXIT,1,D2,6,60D,0.20608108108108114
2025-10-16,TLKM.JK,EXIT,1,D2,6,60D,0.17627118644067807
2025-10-21,TLKM.JK,HEALTHY,0,,6,60D,0.054878048780487854
2025-12-04,TLKM.JK,HEALTHY,0,,7,60D,-0.07713498622589532
2026-01-05,TLKM.JK,HEALTHY,0,,7,60D,-0.13407821229050276
2026-01-15,TLKM.JK,HEALTHY,0,,7,60D,-0.13387978142076506
2026-01-30,TLKM.JK,HEALTHY,0,,7,60D,-0.10833333333333328
2026-02-04,TLKM.JK,EXIT,1,D2,7,60D,-0.07207207207207211
2026-02-12,TLKM.JK,HEALTHY,0,,7,60D,-0.1910112359550562
2026-02-23,TLKM.JK,HEALTHY,0,,7,60D,-0.20845070422535217
2026-03-04,TLKM.JK,EXIT,1,D1+D2,7,60D,-0.078125
2022-01-03,TPIA.JK,EXIT,1,D2,99,60D,0.17931047737722694
2022-02-14,TPIA.JK,EXIT,1,D2,99,60D,0.06382981843949254
2022-02-17,TPIA.JK,EXIT,1,D2,99,60D,0.08465608300200755
2022-03-17,TPIA.JK,EXIT,1,D2,99,60D,0.08610842470019087
2022-03-22,TPIA.JK,EXIT,1,D2,99,60D,0.082137334466861
2022-03-25,TPIA.JK,EXIT,1,D2,99,60D,0.053383451476261445
2022-06-17,TPIA.JK,EXIT,1,D1,99,60D,-0.04461954540833657
2022-07-26,TPIA.JK,EXIT,1,D2,99,60D,0.09946512830405974
2022-08-01,TPIA.JK,EXIT,1,D2,99,60D,0.03101605414958919
2022-09-01,TPIA.JK,EXIT,1,D1+D2,99,60D,0.04721020753253735
2022-09-06,TPIA.JK,EXIT,1,D1+D2,99,60D,-0.01709390746736672
2022-09-28,TPIA.JK,EXIT,1,D1,99,60D,-0.016736396074703563
2022-11-02,TPIA.JK,EXIT,1,D1+D2,99,60D,0.1125540323339882
2022-11-16,TPIA.JK,EXIT,1,D1,99,60D,-0.00843866132801141
2022-11-21,TPIA.JK,EXIT,1,D1+D2,99,60D,-0.0042553962159227465
2022-12-05,TPIA.JK,EXIT,1,D2,99,60D,0.0
2023-01-05,TPIA.JK,EXIT,1,D2,99,60D,-0.05531920862967432
2023-05-04,TPIA.JK,EXIT,1,D1,99,60D,-0.10169921493100775
2023-05-09,TPIA.JK,EXIT,1,D1+D2,99,60D,-0.09111047864508726
2023-05-16,TPIA.JK,EXIT,1,D2,99,60D,-0.06979731854714044
2023-05-19,TPIA.JK,EXIT,1,D2,99,60D,-0.057054793158682116
2024-01-09,TPIA.JK,EXIT,1,D2,99,60D,0.31516580208613565
2024-02-07,TPIA.JK,EXIT,1,D2,99,60D,0.4038461810737446
2024-03-15,TPIA.JK,EXIT,1,D2,99,60D,0.7777913534972161
2024-08-21,TPIA.JK,EXIT,1,D2,99,60D,-0.060846619619554954
2024-09-03,TPIA.JK,EXIT,1,D2,99,60D,-0.09523821882616701
2025-05-21,TPIA.JK,EXIT,1,D2,99,60D,-0.028381445704997565
2025-05-28,TPIA.JK,EXIT,1,D2,99,60D,0.03009048312302376
2025-06-23,TPIA.JK,EXIT,1,D2,99,60D,-0.06400000920335258
2025-06-25,TPIA.JK,EXIT,1,D2,99,60D,-0.07894740372886455
2025-07-18,TPIA.JK,EXIT,1,D2,99,60D,-0.14893617354166178
2025-08-04,TPIA.JK,EXIT,1,D2,99,60D,-0.1766305228210956
2022-01-03,UNTR.JK,EXIT,1,D1+D2,99,60D,0.2531501353814549
2022-01-20,UNTR.JK,EXIT,1,D2,99,60D,0.16411376792079935
2022-01-25,UNTR.JK,EXIT,1,D2,99,60D,0.12419005927170002
2022-01-31,UNTR.JK,EXIT,1,D2,99,60D,0.15783776634325752
2022-07-01,UNTR.JK,EXIT,1,D1+D2,11,60D,0.27735842371290875
2022-11-02,UNTR.JK,EXIT,1,D1,17,60D,-0.1506515289291248
2022-11-08,UNTR.JK,EXIT,1,D1,17,60D,-0.20850033321803596
2022-12-02,UNTR.JK,EXIT,1,D1+D2,17,60D,-0.15397778891055114
2023-05-04,UNTR.JK,EXIT,1,D2,17,60D,-0.0010203607329143383
2023-05-15,UNTR.JK,EXIT,1,D2,17,60D,0.0
2023-05-25,UNTR.JK,EXIT,1,D2,17,60D,0.17127657555220455
2023-10-23,UNTR.JK,EXIT,1,D1,13,60D,-0.12800005047975183
2023-10-30,UNTR.JK,EXIT,1,D1,13,60D,-0.07274588146127936
2024-01-22,UNTR.JK,EXIT,1,D2,14,60D,0.058064669000050806
2024-03-04,UNTR.JK,HEALTHY,0,,9,60D,-0.0056949495874908385
2024-03-13,UNTR.JK,EXIT,1,D2,9,60D,0.022341611687632046
2024-03-14,UNTR.JK,HEALTHY,0,,9,60D,-0.0008666462319901758
2024-05-07,UNTR.JK,EXIT,1,D2,9,60D,0.056179808493724614
2024-05-15,UNTR.JK,EXIT,1,D2,9,60D,0.09438198857192259
2024-05-31,UNTR.JK,EXIT,1,D1+D2,9,60D,0.15741784758647515
2024-06-03,UNTR.JK,HEALTHY,0,,9,60D,0.11643075191810803
2024-06-11,UNTR.JK,EXIT,1,D2,9,60D,0.15331809276678565
2024-07-04,UNTR.JK,HEALTHY,0,,5,60D,0.17721524195940708
2024-07-10,UNTR.JK,HEALTHY,0,,5,60D,0.14861998697991896
2024-07-15,UNTR.JK,HEALTHY,0,,5,60D,0.10421053104010092
2024-08-22,UNTR.JK,HEALTHY,0,,4,60D,0.05848796920989452
2024-09-27,UNTR.JK,HEALTHY,0,,4,60D,0.01785484013983818
2024-10-03,UNTR.JK,HEALTHY,0,,3,60D,0.022433132154103363
2024-10-16,UNTR.JK,HEALTHY,0,,3,60D,0.06457732074496958
2024-10-31,UNTR.JK,HEALTHY,0,,3,60D,-0.0746812230565066
2024-11-12,UNTR.JK,HEALTHY,0,,2,60D,-0.020580051208644146
2024-11-15,UNTR.JK,HEALTHY,0,,2,60D,-0.032015070934320766
2024-11-21,UNTR.JK,HEALTHY,0,,2,60D,-0.08247426185530249
2024-12-20,UNTR.JK,EXIT,1,D1,2,60D,-0.08763396471455165
2025-01-02,UNTR.JK,EXIT,1,D1,2,60D,-0.0301555785578157
2025-02-03,UNTR.JK,EXIT,1,D1,2,60D,-0.12599995717471324
2025-02-10,UNTR.JK,EXIT,1,D2,2,60D,-0.050777298324536035
2025-02-25,UNTR.JK,EXIT,1,D2,2,60D,-0.010259393446496179
2025-03-07,UNTR.JK,EXIT,1,D1+D2,2,60D,-0.030670509593766493
2025-07-22,UNTR.JK,HEALTHY,0,,9,60D,0.16052069536490698
2025-09-02,UNTR.JK,HEALTHY,0,,5,60D,0.0621346951759536
2025-10-03,UNTR.JK,HEALTHY,0,,5,60D,0.1007960541218762
2025-10-17,UNTR.JK,HEALTHY,0,,5,60D,0.04452692478499953
2025-10-22,UNTR.JK,HEALTHY,0,,5,60D,0.10883724080833934
2025-11-17,UNTR.JK,HEALTHY,0,,5,60D,-0.02943802612175972
