date,ticker,weight,rank,return_12m
2020-01,SIDO.JK,20.0,4,0.5152
2020-01,TPIA.JK,20.0,5,0.5006
2020-02,MDKA.JK,20.0,1,0.8277
2020-02,BRPT.JK,20.0,2,0.6417
2020-02,TPIA.JK,20.0,3,0.4101
2020-02,MIKA.JK,20.0,4,0.2904
2020-02,SIDO.JK,20.0,5,0.2356
2020-03,MDKA.JK,20.0,1,0.4971
2020-03,SIDO.JK,20.0,2,0.2044
2020-03,MIKA.JK,20.0,3,0.1245
2020-03,ICBP.JK,20.0,4,0.1118
2020-03,INDF.JK,20.0,5,0.0208
2020-04,BRPT.JK,20.0,1,0.799
2020-04,TPIA.JK,20.0,2,0.768
2020-04,MDKA.JK,20.0,3,0.5375
2020-04,SIDO.JK,20.0,4,0.287
2020-04,ICBP.JK,20.0,5,0.0296
2020-05,BRPT.JK,20.0,1,1.0455
2020-05,MDKA.JK,20.0,2,0.5931
2020-05,TPIA.JK,20.0,3,0.4371
2020-05,SIDO.JK,20.0,4,0.324
2020-05,MIKA.JK,20.0,5,0.3002
2020-06,BRPT.JK,20.0,1,0.8069
2020-06,MDKA.JK,20.0,2,0.446
2020-06,TPIA.JK,20.0,3,0.3237
2020-06,SIDO.JK,20.0,4,0.2596
2020-06,MIKA.JK,20.0,5,0.2092
2020-07,MDKA.JK,20.0,1,0.7811
2020-07,SIDO.JK,20.0,2,0.341
2020-07,BRPT.JK,20.0,3,0.2242
2020-07,MIKA.JK,20.0,4,0.1928
2020-07,TPIA.JK,20.0,5,0.168
2020-08,MDKA.JK,20.0,1,0.4262
2020-08,CPIN.JK,20.0,2,0.2537
2020-08,UNTR.JK,20.0,3,0.1746
2020-08,SIDO.JK,20.0,4,0.1273
2020-08,BBCA.JK,20.0,5,0.0498
2020-09,MDKA.JK,20.0,1,0.2972
2020-09,SIDO.JK,20.0,2,0.2621
2020-09,UNTR.JK,20.0,3,0.1842
2020-09,CPIN.JK,20.0,4,0.0749
2020-09,PTBA.JK,20.0,5,0.0057
2020-10,MDKA.JK,20.0,1,0.5314
2020-10,SIDO.JK,20.0,2,0.3553
2020-10,ANTM.JK,20.0,3,0.1909
2020-10,UNTR.JK,20.0,4,0.0284
2020-10,MIKA.JK,20.0,5,0.0205
2020-11,MDKA.JK,20.0,1,0.788
2020-11,ANTM.JK,20.0,2,0.5338
2020-11,ITMG.JK,20.0,3,0.4194
2020-11,SIDO.JK,20.0,4,0.2441
2020-11,ADRO.JK,20.0,5,0.2284
2020-12,ANTM.JK,20.0,1,1.3143
2020-12,MDKA.JK,20.0,2,1.271
2020-12,ITMG.JK,20.0,3,0.3372
2020-12,SIDO.JK,20.0,4,0.3126
2020-12,UNTR.JK,20.0,5,0.304
2021-01,ANTM.JK,20.0,1,2.0977
2021-01,MDKA.JK,20.0,2,1.1795
2021-01,ITMG.JK,20.0,3,0.3504
2021-01,PTBA.JK,20.0,4,0.3469
2021-01,SIDO.JK,20.0,5,0.27
2021-02,ANTM.JK,20.0,1,3.9621
2021-02,MDKA.JK,20.0,2,1.1686
2021-02,UNTR.JK,20.0,3,0.4334
2021-02,PTBA.JK,20.0,4,0.3958
2021-02,HEAL.JK,20.0,5,0.3585
2021-03,ANTM.JK,20.0,1,4.0232
2021-03,ESSA.JK,20.0,2,1.5926
2021-03,TPIA.JK,20.0,3,1.119
2021-03,MDKA.JK,20.0,4,1.1182
2021-03,HEAL.JK,20.0,5,1.0816
2021-04,ANTM.JK,20.0,1,3.9407
2021-04,ESSA.JK,20.0,2,1.56
2021-04,MDKA.JK,20.0,3,1.1301
2021-04,ITMG.JK,20.0,4,0.8529
2021-04,HEAL.JK,20.0,5,0.7557
2021-05,ANTM.JK,20.0,1,3.6341
2021-05,ESSA.JK,20.0,2,1.3919
2021-05,MDKA.JK,20.0,3,1.0769
2021-05,ITMG.JK,20.0,4,0.7926
2021-05,UNTR.JK,20.0,5,0.5486
2021-06,ANTM.JK,20.0,1,2.8293
2021-06,ESSA.JK,20.0,2,1.3636
2021-06,MDKA.JK,20.0,3,1.1538
2021-06,ITMG.JK,20.0,4,1.1034
2021-06,HEAL.JK,20.0,5,0.8463
2021-07,ANTM.JK,20.0,1,2.4771
2021-07,ESSA.JK,20.0,2,1.8516
2021-07,ITMG.JK,20.0,3,1.2564
2021-07,HEAL.JK,20.0,4,0.9287
2021-07,MDKA.JK,20.0,5,0.6536
2021-08,ANTM.JK,20.0,1,1.9358
2021-08,ESSA.JK,20.0,2,1.0892
2021-08,ITMG.JK,20.0,3,1.0335
2021-08,HEAL.JK,20.0,4,0.8457
2021-08,MDKA.JK,20.0,5,0.6207
2021-09,ANTM.JK,20.0,1,2.2718
2021-09,ITMG.JK,20.0,2,1.684
2021-09,ESSA.JK,20.0,3,1.219
2021-09,HEAL.JK,20.0,4,0.7826
2021-09,AKRA.JK,20.0,5,0.7798
2021-10,ITMG.JK,20.0,1,1.7958
2021-10,ESSA.JK,20.0,2,1.4029
2021-10,ANTM.JK,20.0,3,1.2341
2021-10,HEAL.JK,20.0,4,0.8755
2021-10,MDKA.JK,20.0,5,0.7268
2021-11,ESSA.JK,20.0,1,1.1084
2021-11,ANTM.JK,20.0,2,1.0233
2021-11,MDKA.JK,20.0,3,0.8866
2021-11,ITMG.JK,20.0,4,0.7646
2021-11,AKRA.JK,20.0,5,0.4201
2021-12,ESSA.JK,20.0,1,1.5238
2021-12,ADRO.JK,20.0,2,0.7853
2021-12,MDKA.JK,20.0,3,0.6008
2021-12,ITMG.JK,20.0,4,0.58
2021-12,HEAL.JK,20.0,5,0.524
2022-01,ESSA.JK,20.0,1,2.1152
2022-01,ADRO.JK,20.0,2,1.118
2022-01,ITMG.JK,20.0,3,0.8958
2022-01,EXCL.JK,20.0,4,0.5189
2022-01,MDKA.JK,20.0,5,0.4275
2022-02,ESSA.JK,20.0,1,2.1604
2022-02,ADRO.JK,20.0,2,1.3559
2022-02,ITMG.JK,20.0,3,1.3454
2022-02,MDKA.JK,20.0,4,0.3675
2022-02,BBNI.JK,20.0,5,0.3549
2022-03,ESSA.JK,20.0,1,2.4714
2022-03,ITMG.JK,20.0,2,1.6805
2022-03,ADRO.JK,20.0,3,1.5977
2022-03,MDKA.JK,20.0,4,1.107
2022-03,BBNI.JK,20.0,5,0.4789
2022-04,ESSA.JK,20.0,1,2.2292
2022-04,ADRO.JK,20.0,2,2.044
2022-04,ITMG.JK,20.0,3,1.8282
2022-04,MDKA.JK,20.0,4,1.0735
2022-04,AKRA.JK,20.0,5,0.703
2022-05,ESSA.JK,20.0,1,2.3192
2022-05,ITMG.JK,20.0,2,2.2023
2022-05,ADRO.JK,20.0,3,2.0887
2022-05,MDKA.JK,20.0,4,1.069
2022-05,PTBA.JK,20.0,5,1.0498
2022-06,ADRO.JK,20.0,1,1.6678
2022-06,ITMG.JK,20.0,2,1.5546
2022-06,ESSA.JK,20.0,3,1.307
2022-06,PTBA.JK,20.0,4,1.2436
2022-06,BBNI.JK,20.0,5,0.7267
2022-07,ITMG.JK,20.0,1,1.7628
2022-07,ADRO.JK,20.0,2,1.7363
2022-07,ESSA.JK,20.0,3,1.3549
2022-07,PTBA.JK,20.0,4,1.2651
2022-07,PGAS.JK,20.0,5,0.853
2022-08,ESSA.JK,20.0,1,2.4187
2022-08,ADRO.JK,20.0,2,2.1579
2022-08,ITMG.JK,20.0,3,1.9047
2022-08,PTBA.JK,20.0,4,1.3661
2022-08,PGAS.JK,20.0,5,0.9118
2022-09,ESSA.JK,20.0,1,2.2916
2022-09,ADRO.JK,20.0,2,1.529
2022-09,ITMG.JK,20.0,3,1.3552
2022-09,PTBA.JK,20.0,4,0.7748
2022-09,BBNI.JK,20.0,5,0.7006
2022-10,ESSA.JK,20.0,1,2.2067
2022-10,ADRO.JK,20.0,2,1.6628
2022-10,ITMG.JK,20.0,3,1.4664
2022-10,AKRA.JK,20.0,4,0.8945
2022-10,PTBA.JK,20.0,5,0.7138
2022-11,ESSA.JK,20.0,1,2.0601
2022-11,ADRO.JK,20.0,2,1.5588
2022-11,ITMG.JK,20.0,3,1.4124
2022-11,MAPI.JK,20.0,4,0.9595
2022-11,AKRA.JK,20.0,5,0.8091
2022-12,ITMG.JK,20.0,1,1.3821
2022-12,MAPI.JK,20.0,2,1.0352
2022-12,ADRO.JK,20.0,3,0.79
2022-12,AKRA.JK,20.0,4,0.7664
2022-12,ESSA.JK,20.0,5,0.7362
2023-01,ITMG.JK,20.0,1,1.0821
2023-01,AKRA.JK,20.0,2,0.8611
2023-01,ESSA.JK,20.0,3,0.6733
2023-01,MAPI.JK,20.0,4,0.6667
2023-01,ADRO.JK,20.0,5,0.4788
2023-02,MAPI.JK,20.0,1,0.9236
2023-02,AKRA.JK,20.0,2,0.9025
2023-02,ITMG.JK,20.0,3,0.7365
2023-02,ESSA.JK,20.0,4,0.6061
2023-02,PTBA.JK,20.0,5,0.444
2023-03,AKRA.JK,20.0,1,0.7665
2023-03,ITMG.JK,20.0,2,0.7184
2023-03,MAPI.JK,20.0,3,0.7159
2023-03,PTBA.JK,20.0,4,0.4246
2023-03,ICBP.JK,20.0,5,0.3907
2023-04,AKRA.JK,20.0,1,0.5702
2023-04,ITMG.JK,20.0,2,0.5492
2023-04,MAPI.JK,20.0,3,0.5222
2023-04,ICBP.JK,20.0,4,0.4212
2023-04,KLBF.JK,20.0,5,0.321
2023-05,MAPI.JK,20.0,1,0.9722
2023-05,ICBP.JK,20.0,2,0.3982
2023-05,AKRA.JK,20.0,3,0.2856
2023-05,BBRI.JK,20.0,4,0.2796
2023-05,BMRI.JK,20.0,5,0.2489
2023-06,MAPI.JK,20.0,1,0.7245
2023-06,AKRA.JK,20.0,2,0.4543
2023-06,BBRI.JK,20.0,3,0.3892
2023-06,BMRI.JK,20.0,4,0.3793
2023-06,BBCA.JK,20.0,5,0.2923
2023-07,MAPI.JK,20.0,1,1.2354
2023-07,BMRI.JK,20.0,2,0.4543
2023-07,BBRI.JK,20.0,3,0.3772
2023-07,ICBP.JK,20.0,4,0.3223
2023-07,BBCA.JK,20.0,5,0.2713
2023-08,MAPI.JK,20.0,1,0.925
2023-08,AMMN.JK,20.0,2,0.6121
2023-08,BMRI.JK,20.0,3,0.4311
2023-08,ICBP.JK,20.0,4,0.372
2023-08,BBRI.JK,20.0,5,0.359
2023-09,AMMN.JK,20.0,1,1.1085
2023-09,MAPI.JK,20.0,2,0.7252
2023-09,BRPT.JK,20.0,3,0.6455
2023-09,BMRI.JK,20.0,4,0.3438
2023-09,ICBP.JK,20.0,5,0.3018
2023-10,AMMN.JK,20.0,1,1.3132
2023-10,MAPI.JK,20.0,2,0.4467
2023-10,BRPT.JK,20.0,3,0.3722
2023-10,TPIA.JK,20.0,4,0.2243
2023-10,BBRI.JK,20.0,5,0.1336
2023-11,AMMN.JK,20.0,1,1.5623
2023-11,BRPT.JK,20.0,2,0.3311
2023-11,TPIA.JK,20.0,3,0.2373
2023-11,MAPI.JK,20.0,4,0.2092
2023-11,BMRI.JK,20.0,5,0.1684
2023-12,AMMN.JK,20.0,1,1.331
2023-12,TPIA.JK,20.0,2,1.0478
2023-12,BRPT.JK,20.0,3,0.7653
2023-12,BMRI.JK,20.0,4,0.2814
2023-12,MAPI.JK,20.0,5,0.2447
2024-01,AMMN.JK,20.0,1,1.6779
2024-01,TPIA.JK,20.0,2,1.3434
2024-01,MAPI.JK,20.0,3,0.5111
2024-01,BMRI.JK,20.0,4,0.4049
2024-01,AKRA.JK,20.0,5,0.3757
2024-02,AMMN.JK,20.0,1,2.0249
2024-02,TPIA.JK,20.0,2,0.9875
2024-02,BMRI.JK,20.0,3,0.4715
2024-02,BBNI.JK,20.0,4,0.4265
2024-02,BBRI.JK,20.0,5,0.397
2024-03,AMMN.JK,20.0,1,2.1139
2024-03,TPIA.JK,20.0,2,1.4954
2024-03,BMRI.JK,20.0,3,0.4762
2024-03,BBRI.JK,20.0,4,0.3476
2024-03,BBNI.JK,20.0,5,0.3223
2024-04,AMMN.JK,20.0,1,2.452
2024-04,TPIA.JK,20.0,2,2.2176
2024-04,EXCL.JK,20.0,3,0.4427
2024-04,BMRI.JK,20.0,4,0.4015
2024-04,BRPT.JK,20.0,5,0.2241
2024-05,AMMN.JK,20.0,1,3.2972
2024-05,TPIA.JK,20.0,2,3.29
2024-05,ESSA.JK,20.0,3,0.5896
2024-05,ADRO.JK,20.0,4,0.5877
2024-05,BRPT.JK,20.0,5,0.4043
2024-06,TPIA.JK,20.0,1,3.3956
2024-06,AMMN.JK,20.0,2,2.9146
2024-06,ADRO.JK,20.0,3,0.4629
2024-06,ESSA.JK,20.0,4,0.3375
2024-06,BRPT.JK,20.0,5,0.3322
2024-07,TPIA.JK,20.0,1,3.5547
2024-07,AMMN.JK,20.0,2,3.2082
2024-07,ADRO.JK,20.0,3,0.5623
2024-07,ESSA.JK,20.0,4,0.4344
2024-07,BRPT.JK,20.0,5,0.41
2024-08,TPIA.JK,20.0,1,3.5785
2024-08,AMMN.JK,20.0,2,1.351
2024-08,ADRO.JK,20.0,3,0.5591
2024-08,ESSA.JK,20.0,4,0.4821
2024-08,BMRI.JK,20.0,5,0.2431
2024-09,TPIA.JK,20.0,1,2.3519
2024-09,AMMN.JK,20.0,2,0.5654
2024-09,ADRO.JK,20.0,3,0.5632
2024-09,PTBA.JK,20.0,4,0.2728
2024-09,BMRI.JK,20.0,5,0.2082
2024-10,TPIA.JK,20.0,1,1.938
2024-10,ESSA.JK,20.0,2,0.6539
2024-10,ADRO.JK,20.0,3,0.6535
2024-10,AMMN.JK,20.0,4,0.4115
2024-10,PTBA.JK,20.0,5,0.381
2024-11,TPIA.JK,20.0,1,1.3574
2024-11,PGAS.JK,20.0,2,0.5035
2024-11,ESSA.JK,20.0,3,0.4885
2024-11,ADRO.JK,20.0,4,0.4737
2024-11,UNTR.JK,20.0,5,0.3414
2024-12,ADRO.JK,20.0,1,0.8249
2024-12,PGAS.JK,20.0,2,0.5518
2024-12,ESSA.JK,20.0,3,0.5397
2024-12,TPIA.JK,20.0,4,0.4294
2024-12,PTBA.JK,20.0,5,0.3041
2025-01,ESSA.JK,20.0,1,0.7405
2025-01,ADRO.JK,20.0,2,0.7352
2025-01,PGAS.JK,20.0,3,0.5147
2025-01,TPIA.JK,20.0,4,0.3156
2025-01,INDF.JK,20.0,5,0.2868
2025-02,ADRO.JK,20.0,1,0.5288
2025-02,PGAS.JK,20.0,2,0.5228
2025-02,TPIA.JK,20.0,3,0.4638
2025-02,ESSA.JK,20.0,4,0.4281
2025-02,ANTM.JK,20.0,5,0.1767
2025-03,PGAS.JK,20.0,1,0.261
2025-03,TPIA.JK,20.0,2,0.2368
2025-03,ADRO.JK,20.0,3,0.2213
2025-03,GOTO.JK,20.0,4,0.2029
2025-03,INDF.JK,20.0,5,0.1638
2025-04,ANTM.JK,20.0,1,0.4342
2025-04,GOTO.JK,20.0,2,0.3492
2025-04,INDF.JK,20.0,3,0.3376
2025-04,PGAS.JK,20.0,4,0.2642
2025-04,ADRO.JK,20.0,5,0.2531
2025-05,ANTM.JK,20.0,1,1.1229
2025-05,INDF.JK,20.0,2,0.4007
2025-05,ADRO.JK,20.0,3,0.316
2025-05,PGAS.JK,20.0,4,0.2704
2025-05,ASII.JK,20.0,5,0.2308
2025-06,ANTM.JK,20.0,1,1.5531
2025-06,BRPT.JK,20.0,2,0.6768
2025-06,INDF.JK,20.0,3,0.3976
2025-06,ADRO.JK,20.0,4,0.1796
2025-06,PGAS.JK,20.0,5,0.1608
2025-07,BRPT.JK,20.0,1,1.4128
2025-07,ANTM.JK,20.0,2,1.2752
2025-07,INDF.JK,20.0,3,0.441
2025-07,GOTO.JK,20.0,4,0.2264
2025-07,EXCL.JK,20.0,5,0.2084
2025-08,ANTM.JK,20.0,1,1.2959
2025-08,BRPT.JK,20.0,2,0.9127
2025-08,HEAL.JK,20.0,3,0.2836
2025-08,EXCL.JK,20.0,4,0.2832
2025-08,PGAS.JK,20.0,5,0.2291
2025-09,BRPT.JK,20.0,1,2.5714
2025-09,ANTM.JK,20.0,2,1.2414
2025-09,PGAS.JK,20.0,3,0.3036
2025-09,ASII.JK,20.0,4,0.245
2025-09,EXCL.JK,20.0,5,0.2087
2025-10,BRPT.JK,20.0,1,2.4673
2025-10,ANTM.JK,20.0,2,1.034
2025-10,ASII.JK,20.0,3,0.3096
2025-10,PGAS.JK,20.0,4,0.2307
2025-10,TLKM.JK,20.0,5,0.228
2025-11,BRPT.JK,20.0,1,3.1871
2025-11,ANTM.JK,20.0,2,1.1363
2025-11,TLKM.JK,20.0,3,0.3972
2025-11,ASII.JK,20.0,4,0.3948
2025-11,EXCL.JK,20.0,5,0.3546
2025-12,BRPT.JK,20.0,1,2.5543
2025-12,ANTM.JK,20.0,2,1.1684
2025-12,EXCL.JK,20.0,3,0.8363
2025-12,ASII.JK,20.0,4,0.485
2025-12,MDKA.JK,20.0,5,0.4118
2026-01,ANTM.JK,20.0,1,2.1796
2026-01,BRPT.JK,20.0,2,1.3478
2026-01,MDKA.JK,20.0,3,1.0511
2026-01,EXCL.JK,20.0,4,0.6017
2026-01,PGAS.JK,20.0,5,0.4667
2026-02,ANTM.JK,20.0,1,1.8811
2026-02,MDKA.JK,20.0,2,1.6786
2026-02,BRPT.JK,20.0,3,1.535
2026-02,PGAS.JK,20.0,4,0.7578
2026-02,TLKM.JK,20.0,5,0.625
2026-03,ANTM.JK,20.0,1,1.2473
2026-03,MDKA.JK,20.0,2,1.1958
2026-03,BRPT.JK,20.0,3,0.9225
2026-03,ADRO.JK,20.0,4,0.6401
2026-03,ITMG.JK,20.0,5,0.4711
2026-04,BRPT.JK,20.0,1,1.4631
2026-04,MDKA.JK,20.0,2,0.9341
2026-04,ANTM.JK,20.0,3,0.8093
2026-04,ADRO.JK,20.0,4,0.6325
2026-04,UNTR.JK,20.0,5,0.4494
2026-05,BRPT.JK,20.0,1,0.5397
2026-05,EXCL.JK,20.0,2,0.3621
2026-05,ADRO.JK,20.0,3,0.2868
2026-05,MDKA.JK,20.0,4,0.2822
2026-05,MAPI.JK,20.0,5,0.1594
